Planilha: 00011 - TUNEL SUBMERSO SIGMA P82                                    ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
IE5090,DRIVER MARINE EQUIPEMENT FOR LANCIAMENTO LANÇAMENTO DE AREIA  ,H     ,9444.70179,            ,77,727927.84,0.16,98.2,0.05,31.11
IE5060,CONJUNTO DE BRITAGEM MOVEL 100T/H  ,UN    ,0.71285,            ,1000000,713555.29,0.16,98.36,0.05,31.16
IE5005,BOMBA ESTACIONARIA DE CONCRETO - AQUISIÇÃO  ,UN    ,2.8,            ,252000,706029,0.16,98.52,0.05,31.21
IE5088,SOMMOZZATORE  ,H     ,4266.666647,            ,135,576188.78,0.13,98.65,0.04,31.25
IE0509,GRUPO GERADOR  30 KVA  ,H     ,27266.213069,7213.66,17.91,512604.31,0.11,98.76,0.04,31.29
IE5076,CAMINHÃO CAÇAMBA 40T  ,H     ,4465.679326,202855.261,80,458773.49,0.1,98.86,0.03,31.32
IE0924,EQUIP. PARA SOLDA : MAX BANTAM : BANTAM 250 SERRALHEIRO -  ,H     ,113083.217171,1015902.786,3.39,382746.99,0.08,98.94,0.03,31.35
IE5036,MOTONIVELADORA RG 140B  ,H     ,4260.755357,            ,81.07,352713.34,0.08,99.02,0.02,31.37
IE5047,PA CARREGADEIRA CAT 928G  ,H     ,4770.722519,1027.88,73.42,349699.41,0.08,99.1,0.02,31.39
IE5015,MOBILIZAÇÃO DE EQUIPAMENTO DE JET GROUTING  ,VB    ,3,            ,110000,329508.52,0.07,99.17,0.02,31.41
IE5041,"ROLO VIBRATORIO LISO VAP70LTCR 14,9T  ",H     ,2916.801654,            ,107.95,315021.14,0.07,99.24,0.02,31.43
IE5008,CAMINHÃO BETONEIRA 8M³ - AQUISIÇÃO  ,UN    ,0.746882,            ,375000,280005.58,0.06,99.3,0.02,31.45
IE5016,SILO DE CIMENTO METALICO 100T  ,UN    ,2.1,            ,130000,273128.74,0.06,99.36,0.02,31.47
IE5037,TRATOR AGRÍCOLA  ,H     ,5418.320615,            ,50,263580.33,0.06,99.42,0.02,31.49
IE0210,MARTELETE - ROMPEDOR 33 KG  ,H     ,12866.692762,1045.378,16.66,229747.26,0.05,99.47,0.02,31.51
IE5059,GRÙ DI SERVIZIO DA 60 TON  ,H     ,2281.229907,            ,90.38,206142.32,0.05,99.52,0.01,31.52
IE5074,EMPILHADEIRA  ,H     ,3968.517998,1793.956,50,199282.42,0.04,99.56,0.01,31.53
IE5051,TUBO / FUNIL PARA CONCRETAGEM  ,H     ,12792.979583,70754.684,15.33,196233.54,0.04,99.6,0.01,31.54
IE0011,RETROESCAVADEIRA  ,H     ,1899.276336,166.567,77.47,151253.76,0.03,99.63,0.01,31.55
IE5033,TRATOR DE ESTEIRA D150B HIDROSTATICO  ,H     ,1165.588625,            ,125.28,145579.65,0.03,99.66,0.01,31.56
IE5042,ROLO DE PNEUS AP 26 HIDROSTATICO 24T  ,H     ,1075.094107,            ,109.96,118337.54,0.03,99.69,0.01,31.57
IE5001,CENTRAL DOSADORA DE CONCRETO 100M3/H  ,UN    ,0.099591,            ,1152600,114797.36,0.03,99.72,0.01,31.58
IE0111,EQUIP. DISTRIBUIÇÃO DE ASFALTO  ,H     ,910.581246,            ,119.59,109009.75,0.02,99.74,0.01,31.59
IE0112,AQUECEDOR DE FLUIDO TÉRMICO  ,H     ,1069.571803,            ,101.29,108319.49,0.02,99.76,0.01,31.6
IE5003,SILO DE CIMENTO METALICO 200T  ,UN    ,0.497715,            ,207000,102957.19,0.02,99.78,0.01,31.61
IE5000,"ESCAVADEIRA HIDRAULICA 2,7 M3 E385C ME- 264 HP COM ROMPEDOR  ",H     ,515.052912,30,193.93,101758.52,0.02,99.8,0.01,31.62
IE0009,PÁ CARREGADEIRA 770-9S  ,H     ,679.628768,            ,131.95,89822.95,0.02,99.82,0.01,31.63
IE5006,BOMBA LANÇA DE CONCRETO COMP. 36M - AQUISIÇÃO  ,UN    ,0.065201,            ,1240000,80859.26,0.02,99.84,0.01,31.64
IE0149,ACABADORA DE ASFALTO SOBRE PNEUS  ,H     ,400.672362,26.853,173.56,71429.04,0.02,99.86,0,31.64
IE0127,FRESADORA A FRIO : WIRTGEN : W 200 -  ,H     ,75.661,            ,889.54,67308.03,0.01,99.87,0,31.64
IE5011,GUINDASTE 30T - MOBILIZAÇÃO  ,VB    ,15.929939,            ,4000,63964.07,0.01,99.88,0,31.64
IE5063,GUINDASTE SOBRE PNEUS 120T - MOB+DESMOB.  ,VB    ,2,            ,28000,56000,0.01,99.89,0,31.64
IE5081,EQUIPAMENTO MARINHO PARA COMBWALL  ,H     ,12,            ,3519.23,42230.8,0.01,99.9,0,31.64
IE0906,PLACA VIBRATORIA  ,H     ,1887.002,            ,20.9,39473.6,0.01,99.91,0,31.64
IE0209,MARTELETE - ROMPEDOR 28 KG  ,H     ,2120.211775,160.005,16.68,37845.55,0.01,99.92,0,31.64
IE0102,ROLO COMPACTADOR TANDEM LISO  ,H     ,289.803412,71.951,120.19,37416.05,0.01,99.93,0,31.64
IE0904,SERRA CIRCULAR DE BANCADA  ,H     ,19727.966397,11585.98,1.83,36207.07,0.01,99.94,0,31.64
IE0105,ROLO COMPACTADOR : CATERPILLAR : PS-360 C - DE PNEUS  ,H     ,287.678816,147.772,114.39,35176.95,0.01,99.95,0,31.64
IE0332,TEXTURIZADORA E LANÇADORA  ,H     ,299.651073,            ,110.36,33039.53,0.01,99.96,0,31.64
IE0110,TANQUE DE ESTOCAGEM DE ASFALTO - 30.000 L  ,H     ,1684.351089,            ,18.52,30307.01,0.01,99.97,0,31.64
IE5022,MOBILIZAÇÃO  DE EQUIPAMENTO  ,TKM   ,33543.332329,            ,0.9,29348.36,0.01,99.98,0,31.64
IE5010,GUINDASTE SOBRE PNEUS 30 T  ,H     ,254.879025,            ,113.8,28710.28,0.01,99.99,0,31.64
IE0007,"TRATOR AGRÍCOLA, COMBUSTIVEL E OPERAÇÃO  ",H     ,256.435933,312.098,72.84,24802.6,0.01,100,0,31.64
IE5032,ESCAVADEIRA HIDRAULICA 45T  ,H     ,100.912225,120.046,175,17646,0,100,0,31.64
IE5062,GUINDASTE SOBRE PNEUS 120T  ,H     ,32,            ,460,14720,0,100,0,31.64
IE0501,GRUPO GERADOR 60 KVA  ,H     ,466.3802,            ,28.36,13280.58,0,100,0,31.64
IE0156,VASSOURA MECANICA (INDIRETOS)  ,H     ,37.8305,37.83,184.82,10940.58,0,100,0,31.64
IE0109,DISTRIBUIDOR DE AGREGADOS  ,H     ,60.31916,            ,152.29,9204.78,0,100,0,31.64
IE5014,PA CARREGADEIRA - AQUISIÇÃO  ,UN    ,0.014202,            ,300000,4390.92,0,100,0,31.64
IE0333,SERRA DE DISCO DIAMANTADO  ,H     ,99.883691,            ,31.22,3125.37,0,100,0,31.64
IE0331,REGUA VIBRATORIA  ,H     ,99.883691,            ,16.01,1637.1,0,100,0,31.64
IE0330,ESPALHADORA DE CONCRETO  ,H     ,4.994184,            ,284.1,1488.27,0,100,0,31.64
IE0208,COMPRESSOR DE AR - 200 PCM  ,H     ,27.450258,            ,50.79,1339.45,0,100,0,31.64
IE0334,SELADORA DE JUNTAS  ,H     ,27.450258,            ,34.85,1041.8,0,100,0,31.64
IE0107,VASSOURA MECÂNICA REBOCÁVEL  ,H     ,274.531681,312.098,4.65,653.12,0,100,0,31.64
IE0340,JATEADORA DE AREIA : ANCO : ANCO BLAST CSS270 -  ,H     ,27.450258,            ,18.68,446.49,0,100,0,31.64
IE0106,USINA MISTURADORA : CIFALI : - DE SOLOS 300 T/H  ,H     ,4.165289,            ,93.78,393.12,0,100,0,31.64
IE0302,BETONEIRA - 400 L  ,H     ,1.72544,            ,17.6,30.33,0,100,0,31.64
IE0305,TRANSPORTADOR MANUAL - GERICA 180 L  ,H     ,1.72544,            ,0.86,1.48,0,100,0,31.64
IE5012,MOBILIZAÇÃO DE CLAM-SHELL  ,VB    ,0,            ,200000,0,0,100,0,31.64
IE5013,MOBILIZAÇÃO DE HIDROFRESA  ,VB    ,0,            ,910000,0,0,100,0,31.64
IE5028,CAMINHÃO BASCULANTE 10M3  ,H     ,0,1614.947,50,0,0,100,0,31.64
